start station name,tripduration,start station id,start station latitude,start station longitude,end station id,end station latitude,end station longitude,bikeid,birth year,gender,Month,Year
Union St,839.6176470588235,3191.0,40.71821129999997,-74.08363939999998,3222.764705882353,40.7269830629813,-74.06521422457114,27943.41176470588,1981.6176470588234,1.6470588235294117,March,2019
Van Vorst Park,408.7783333333333,3213.0,40.71848891999982,-74.04772662500113,3240.3116666666665,40.719387605030704,-74.04366386463903,28500.11,1977.6433333333334,1.135,March,2019
Warren St,398.24177949709866,3187.0,40.72112360000021,-74.03805094999987,3297.6924564796905,40.719966223103285,-74.04039700728732,28414.471953578337,1979.7117988394584,1.1044487427466152,March,2019
Washington St,587.2535885167464,3638.0,40.72429410000029,-74.0354826000002,3308.6555023923447,40.72204025549205,-74.03879470692891,28455.27990430622,1982.200956937799,1.2416267942583732,March,2019
York St,389.0215517241379,3481.0,40.716489999999965,-74.04104999999984,3248.3577586206898,40.71876491142878,-74.04045752448545,28349.241379310344,1979.396551724138,1.3189655172413792,March,2019
5 Corners Library,701.8464285714285,3220.0,40.73496102000949,-74.05950307846071,3278.1392857142855,40.73285675596239,-74.05233230383155,28373.95,1980.982142857143,1.0107142857142857,April,2019
Astor Place,784.0962732919255,3280.0,40.719282200707205,-74.07126188278198,3250.450310559006,40.72904212556579,-74.06253946476028,28503.50310559006,1979.3726708074535,1.2267080745341614,April,2019
Baldwin at Montgomery,699.893371757925,3225.0,40.723658900000245,-74.0641943000001,3263.7089337175794,40.72204939734891,-74.04804855605526,28560.259365994236,1982.835734870317,0.9942363112391931,April,2019
Bergen Ave,506.41516245487367,3679.0,40.72210378668583,-74.07145500183104,3241.5415162454874,40.728569760922205,-74.06142944915541,28367.415162454872,1979.6823104693142,1.0902527075812274,April,2019
Brunswick & 6th,413.56913580246913,3269.0,40.726011729646395,-74.0503889322281,3216.32962962963,40.72086071022694,-74.04304861337698,28448.792592592592,1982.4962962962964,1.345679012345679,April,2019
Brunswick St,412.74857954545456,3209.0,40.72417649999989,-74.05065640000065,3210.6178977272725,40.72023871353061,-74.04278089051805,28442.893465909092,1982.9545454545455,1.2159090909090908,April,2019
Christ Hospital,567.5450643776824,3212.0,40.73478581800008,-74.0504436360002,3293.068669527897,40.728492841142184,-74.0506352242731,28517.0,1985.1931330472103,1.2832618025751072,April,2019
City Hall,628.4725400457666,3185.0,40.71773250000048,-74.04384500000013,3293.954233409611,40.71879734775233,-74.04608591051877,28526.869565217392,1980.6258581235697,1.1636155606407323,April,2019
Columbus Drive,475.81946624803766,3275.0,40.71835519823179,-74.03891444206238,3317.23704866562,40.72113555964638,-74.03910289393247,28434.188383045526,1982.7315541601256,1.108320251177394,April,2019
Communipaw & Berry Lane,948.7037037037037,3277.0,40.7143583687042,-74.06661093235016,3223.392592592593,40.718270476003305,-74.0463969471199,28461.155555555557,1981.4888888888888,1.0222222222222221,April,2019
Dey St,721.6808510638298,3201.0,40.7377110000001,-74.0669209999999,3407.648936170213,40.73098046606934,-74.0569414787147,28477.76595744681,1978.4574468085107,1.1808510638297873,April,2019
Dixon Mills,444.5425925925926,3279.0,40.72163014263813,-74.04996782541275,3249.3462962962963,40.72015071746214,-74.04322397063044,28538.00925925926,1980.8703703703704,1.1666666666666667,April,2019
Essex Light Rail,512.5030303030303,3214.0,40.71277419999998,-74.03648569999974,3248.7515151515154,40.718171471912214,-74.04094346572452,28388.838383838385,1981.4646464646464,1.1515151515151516,April,2019
Exchange Place,695.6779121578612,3183.0,40.716246900001394,-74.03345879999786,3277.9815404201145,40.71867823795326,-74.04158239618322,28479.260980267347,1979.9236155315086,1.03946530872056,April,2019
Fairmount Ave,623.9764705882353,3678.0,40.7257261374254,-74.07195925712584,3247.1294117647058,40.729287631915206,-74.06233943355335,28522.24705882353,1981.4,1.1215686274509804,April,2019
Glenwood Ave,728.4357541899441,3677.0,40.72755146730014,-74.07106071710588,3267.0614525139663,40.726685955681575,-74.0609112578794,28439.36312849162,1978.2569832402235,1.111731843575419,April,2019
Grand St,417.21338912133893,3681.0,40.71517767732046,-74.03768330812454,3279.405857740586,40.71939022078646,-74.03940404939415,28477.487447698746,1979.9728033472804,1.1380753138075315,April,2019
Grove St PATH,491.7647532188841,3186.0,40.7195861164685,-74.0431174635887,3266.0375536480688,40.7219390258019,-74.04734008709832,28500.03916309013,1980.4710300429185,1.1928648068669527,April,2019
Hamilton Park,562.0017103762827,3203.0,40.72759596599871,-74.0442473110013,3242.34834663626,40.72118108506041,-74.04209546530427,28485.09521094641,1980.596921322691,1.2873432155074116,April,2019
Harborside,669.0512820512821,3639.0,40.719251700000285,-74.03423400000162,3266.3113553113553,40.72225900039656,-74.04036367234605,28525.45860805861,1981.341391941392,1.079120879120879,April,2019
Heights Elevator,1683.831223628692,3198.0,40.748715945380184,-74.04044330120088,3234.7932489451478,40.7338113336064,-74.04454998137636,28491.949367088608,1985.1518987341772,1.2658227848101267,April,2019
Hilltop,1118.4612794612794,3206.0,40.731168899999865,-74.05757359999949,3254.5185185185187,40.72688013210558,-74.0492375185174,28496.10101010101,1981.3232323232323,1.1616161616161615,April,2019
JC Medical Center,1095.5895117540688,3205.0,40.71653978099157,-74.0496379137039,3233.6564195298374,40.719215232133536,-74.04438462268836,28485.497287522605,1979.368896925859,1.0433996383363473,April,2019
JCBS Depot,706.25,3426.0,40.70965083364061,-74.0686011314392,3269.25,40.715532493748064,-74.05257600160809,26961.75,1990.0,1.0,April,2019
Jackson Square,993.9538461538461,3694.0,40.711130000000004,-74.07890000000005,3285.5538461538463,40.72260205599391,-74.0560624983703,28328.784615384615,1985.753846153846,1.3846153846153846,April,2019
Jersey & 3rd,678.0040871934605,3272.0,40.72333158646483,-74.04595255851744,3267.74931880109,40.722064652294755,-74.04369193437093,28633.049046321525,1979.3215258855587,1.2479564032697548,April,2019
Jersey & 6th St,496.82213438735175,3270.0,40.72528910781061,-74.04557168483734,3223.2872200263505,40.720641765242654,-74.0425627896434,28490.256916996048,1976.6469038208168,1.1541501976284585,April,2019
Journal Square,589.278600269179,3640.0,40.733670000000515,-74.0625,3255.913862718708,40.734047657398214,-74.05497090817698,28448.110363391654,1982.6756393001347,1.1130551816958276,April,2019
Lafayette Park,674.2289719626168,3268.0,40.71346382669185,-74.06285852193831,3226.8271028037384,40.71760360246216,-74.04663591186257,28467.967289719625,1985.7757009345794,1.0981308411214954,April,2019
Leonard Gordon Park,773.903474903475,3281.0,40.74590996631559,-74.05727148056029,3417.8841698841698,40.73010253622301,-74.05326752247909,28561.362934362933,1984.6911196911196,1.0926640926640927,April,2019
Liberty Light Rail,1529.4299754299755,3192.0,40.71124229999989,-74.0557012999998,3230.249385749386,40.71624113931352,-74.0461654290036,28489.813267813268,1979.8009828009829,0.9643734643734644,April,2019
Lincoln Park,3619.3320158102765,3193.0,40.724605099886865,-74.07840594649316,3237.98023715415,40.72787357285728,-74.06584781658262,28632.9209486166,1984.3517786561265,1.2015810276679841,April,2019
Manila & 1st,388.1768202080238,3273.0,40.72165072488045,-74.04288411140442,3265.1054977711738,40.72325425602684,-74.04354936834524,28544.32540861813,1979.6478454680534,1.1396731054977711,April,2019
Marin Light Rail,581.3376764386536,3276.0,40.71458403535919,-74.04281705617905,3257.441910966341,40.71841858271404,-74.04039218843083,28501.02497285559,1982.0770901194353,1.1281216069489686,April,2019
McGinley Square,619.0127041742287,3194.0,40.72533992535582,-74.06762212514876,3290.5208711433756,40.72686846348569,-74.06134508550005,28378.67332123412,1983.1433756805807,1.1306715063520871,April,2019
Monmouth and 6th,400.2626427406199,3278.0,40.72568548362938,-74.0487903356552,3233.4796084828713,40.72091292034543,-74.04318271721635,28510.288743882546,1983.331158238173,1.2577487765089723,April,2019
Montgomery St,3471.081300813008,3483.0,40.71941999999982,-74.05098999999979,3246.216802168022,40.72126268126614,-74.04500042915139,28385.121951219513,1979.3387533875339,1.1897018970189701,April,2019
Morris Canal,462.90815006468307,3267.0,40.71241882375739,-74.03852552175522,3232.4553686934023,40.7173575581769,-74.03658892310648,28461.965071151357,1979.8706338939198,1.0491591203104786,April,2019
Newark Ave,456.9943693693694,3211.0,40.7215251499995,-74.04630454300047,3256.7804054054054,40.721923547581284,-74.04528029253784,28463.852477477478,1981.2545045045044,1.1768018018018018,April,2019
Newport PATH,622.4595336076818,3202.0,40.72722349999872,-74.03375889999823,3336.8244170096023,40.72287308740391,-74.03914629641307,28405.50754458162,1981.9890260631,1.149519890260631,April,2019
Newport Pkwy,1107.5757906215922,3199.0,40.728744799999454,-74.03210820000062,3306.1832061068703,40.72349132680617,-74.0382784009799,28431.57579062159,1981.990185387132,1.1221374045801527,April,2019
Oakland Ave,667.498861047836,3207.0,40.737603699999774,-74.05247830000006,3380.5968109339406,40.73068707976684,-74.05465689270629,28611.271070615036,1984.394077448747,1.182232346241458,April,2019
Paulus Hook,636.8671641791045,3184.0,40.71414540000028,-74.0335519,3283.70447761194,40.72036373400047,-74.0415494583217,28453.355223880597,1979.4567164179105,1.0716417910447762,April,2019
Pershing Field,1985.7732181425486,3210.0,40.74267714099954,-74.05178863300068,3329.466522678186,40.73196047153469,-74.05292116252967,28454.442764578835,1983.6997840172787,1.1101511879049677,April,2019
Riverview Park,1079.6306818181818,3196.0,40.74431869999991,-74.04399089999981,3222.119318181818,40.73229089067116,-74.04556723998273,28546.852272727272,1981.5738636363637,1.2272727272727273,April,2019
Sip Ave,603.4068919814447,3195.0,40.73089709786254,-74.06391263008119,3345.200795228628,40.725439835050956,-74.06730702152196,28459.39628893307,1981.1994698475812,1.14181577203446,April,2019
Union St,1267.1639344262296,3191.0,40.718211299999936,-74.08363939999991,3257.3934426229507,40.727080173118054,-74.06345804774489,28320.786885245903,1978.2295081967213,1.3442622950819672,April,2019
Van Vorst Park,710.0013458950202,3213.0,40.71848891999982,-74.04772662500126,3237.4697173620457,40.71945167475308,-74.04302902329279,28579.336473755047,1977.8586810228803,1.100942126514132,April,2019
Warren St,506.5527108433735,3187.0,40.721123600000226,-74.03805095000052,3302.2951807228915,40.72081721827009,-74.03968190255479,28363.975903614457,1979.3027108433735,1.1204819277108433,April,2019
Washington St,753.2375434530707,3638.0,40.72429410000035,-74.03548259999845,3294.0046349942063,40.722182242596936,-74.03987792516274,28358.989571263035,1981.1900347624564,1.1019698725376594,April,2019
York St,852.6949152542373,3481.0,40.71649000000012,-74.04104999999984,3255.1322033898305,40.71906514629318,-74.04096039308888,28453.45084745763,1978.0949152542373,1.176271186440678,April,2019
5 Corners Library,713.5502183406113,3220.0,40.73496102000961,-74.05950307846071,3262.9868995633187,40.73327885474259,-74.04956955112615,28304.08733624454,1982.0087336244542,1.0960698689956332,May,2019
Astor Place,2019.3247126436781,3280.0,40.71928220070721,-74.07126188278198,3254.5028735632186,40.72886270782619,-74.06226553662816,28464.47988505747,1978.2701149425288,1.1781609195402298,May,2019
Baldwin at Montgomery,896.1439588688946,3225.0,40.72365890000026,-74.06419430000018,3253.53470437018,40.72230139754399,-74.04886337077616,28443.025706940873,1982.4293059125964,1.0411311053984575,May,2019
Bergen Ave,625.9864406779661,3679.0,40.72210378668582,-74.07145500183104,3244.508474576271,40.72785758954485,-74.05942982375177,28510.040677966103,1980.2169491525424,1.1084745762711865,May,2019
Brunswick & 6th,626.1335078534031,3269.0,40.7260117296464,-74.0503889322281,3225.448952879581,40.72062174367653,-74.04299798842567,28466.884816753925,1981.9515706806283,1.362565445026178,May,2019
Brunswick St,420.83708609271525,3209.0,40.72417649999989,-74.05065640000078,3224.205298013245,40.72059818387652,-74.04285612607028,28415.12847682119,1983.0198675496688,1.2172185430463576,May,2019
Christ Hospital,666.3320158102766,3212.0,40.73478581800008,-74.05044363600008,3310.276679841897,40.72798547763303,-74.05017060631188,28394.256916996048,1984.7865612648222,1.2490118577075098,May,2019
City Hall,657.3497326203209,3185.0,40.71773250000052,-74.04384499999975,3307.1529411764704,40.718908398614026,-74.04559930491853,28466.797860962568,1980.324064171123,1.1315508021390375,May,2019
Columbus Drive,589.2977443609022,3275.0,40.71835519823175,-74.03891444206238,3293.093233082707,40.72173983731739,-74.03958878473152,28345.06766917293,1981.3654135338345,1.1578947368421053,May,2019
Communipaw & Berry Lane,3356.7631578947367,3277.0,40.71435836870416,-74.06661093235016,3244.9144736842104,40.718234342347664,-74.05092442809213,28236.947368421053,1983.782894736842,1.0,May,2019
Dey St,827.7844827586207,3201.0,40.73771100000006,-74.06692099999984,3373.137931034483,40.73095526560195,-74.05611181580956,28751.508620689656,1976.905172413793,1.0172413793103448,May,2019
Dixon Mills,356.5582191780822,3279.0,40.72163014263811,-74.04996782541275,3242.7619863013697,40.72010218450729,-74.04294250194542,28278.05993150685,1980.9383561643835,1.172945205479452,May,2019
Essex Light Rail,892.8073089700997,3214.0,40.71277420000018,-74.03648570000018,3268.611295681063,40.71880583738141,-74.04018004394538,28351.611295681065,1980.9817275747507,1.1312292358803986,May,2019
Exchange Place,714.7163375224417,3183.0,40.71624690000067,-74.03345879999826,3289.2235188509876,40.71888284430101,-74.04150793937956,28464.92010771993,1980.5861759425493,1.0359066427289048,May,2019
Fairmount Ave,537.730407523511,3678.0,40.72572613742536,-74.07195925712584,3236.137931034483,40.72975286520937,-74.06173913380759,28394.025078369905,1982.8244514106584,1.0564263322884013,May,2019
Glenwood Ave,2697.3827751196172,3677.0,40.72755146730014,-74.07106071710588,3289.645933014354,40.72720679586219,-74.06159220659009,28500.47846889952,1979.090909090909,1.1291866028708133,May,2019
Grand St,1219.0082918739636,3681.0,40.715177677320526,-74.03768330812454,3266.669983416252,40.719653810386774,-74.04101843048336,28323.73797678275,1979.7893864013267,1.154228855721393,May,2019
Grove St PATH,409.3115431348724,3186.0,40.719586116468214,-74.0431174635887,3270.319319562576,40.72182016590649,-74.04666888065391,28430.969380315917,1980.3076549210207,1.1739975698663427,May,2019
Hamilton Park,477.96426996029993,3203.0,40.72759596599984,-74.04424731099817,3244.5955006616673,40.72117128283039,-74.04189433663375,28505.04719894133,1979.9752977503308,1.254962505513895,May,2019
Harborside,790.3668240053945,3639.0,40.71925170000029,-74.03423400000197,3275.4632501685774,40.72213806476317,-74.04078117484612,28396.089008766015,1980.1220498988537,1.0815913688469319,May,2019
Heights Elevator,1539.6895306859205,3198.0,40.74871594538008,-74.04044330120088,3250.8194945848377,40.733232239721374,-74.04520928950565,28342.848375451264,1983.9927797833934,1.1732851985559567,May,2019
Hilltop,623.0208333333334,3206.0,40.731168899999865,-74.0575735999995,3276.2638888888887,40.72579431059915,-74.04907977355488,28455.211805555555,1982.1458333333333,1.1909722222222223,May,2019
Hoboken Ave at Monmouth St,1325.5,3791.0,40.73520838045357,-74.04696375131606,3192.0,40.73415103092594,-74.04178038239479,27741.0,1984.0,1.0,May,2019
JC Medical Center,1450.8616666666667,3205.0,40.716539780991546,-74.0496379137039,3239.5383333333334,40.72000974334557,-74.04434460353468,28556.465,1980.675,1.08,May,2019
JCBS Depot,539.8,3426.0,40.70965083364061,-74.0686011314392,3282.0,40.71561200333924,-74.0533109307289,28695.8,1991.2,1.0,May,2019
Jackson Square,7340.822222222222,3694.0,40.71113000000004,-74.07890000000016,3309.277777777778,40.72054138917341,-74.05424598498459,27887.955555555556,1981.0222222222221,1.0444444444444445,May,2019
Jersey & 3rd,476.4153645833333,3272.0,40.723331586464845,-74.04595255851744,3264.8190104166665,40.72273290695778,-74.04331421288475,28497.897135416668,1980.16796875,1.23828125,May,2019
Jersey & 6th St,356.979217603912,3270.0,40.725289107810546,-74.04557168483734,3217.4486552567237,40.720488227988895,-74.0428531587923,28400.006112469437,1977.9669926650367,1.1699266503667483,May,2019
Journal Square,567.1098626716604,3640.0,40.73367000000058,-74.0625,3255.752808988764,40.734301885491334,-74.05329786480885,28491.368289637954,1982.0,1.1123595505617978,May,2019
Lafayette Park,743.7119341563786,3268.0,40.713463826691935,-74.06285852193831,3253.6378600823045,40.71770124379576,-74.04601845823683,28653.135802469136,1986.0164609053497,1.0987654320987654,May,2019
Leonard Gordon Park,791.768115942029,3281.0,40.74590996631559,-74.05727148056029,3442.903381642512,40.72935201317312,-74.05396067263696,28481.231884057972,1983.87922705314,1.0531400966183575,May,2019
Liberty Light Rail,3555.696449026346,3192.0,40.71124229999988,-74.0557012999998,3234.90950744559,40.716236161565654,-74.0466647055239,28379.61282932417,1979.860252004582,0.979381443298969,May,2019
Lincoln Park,2083.6363636363635,3193.0,40.72460509988693,-74.07840594649316,3253.3706293706296,40.72707842295144,-74.06530853961128,28726.164335664336,1981.6748251748252,1.083916083916084,May,2019
Manila & 1st,455.59350850077277,3273.0,40.72165072488041,-74.04288411140442,3273.1653786707884,40.72310660413656,-74.04305074355206,28455.058732612055,1979.8268933539412,1.1205564142194746,May,2019
Marin Light Rail,831.6806989674345,3276.0,40.71458403536004,-74.04281705617905,3241.0675138999204,40.71827757221463,-74.04161676387331,28447.96981731533,1981.8967434471804,1.1509134233518665,May,2019
McGinley Square,838.9603773584905,3194.0,40.725339925355776,-74.06762212514876,3283.454716981132,40.72625481375515,-74.06112032835483,28450.03962264151,1982.5943396226414,1.1584905660377358,May,2019
Monmouth and 6th,501.23875968992246,3278.0,40.725685483629434,-74.0487903356552,3227.6511627906975,40.721273438813824,-74.04309502627898,28486.603100775195,1982.046511627907,1.2232558139534884,May,2019
Montgomery St,545.3512064343164,3483.0,40.71941999999982,-74.05098999999979,3242.774798927614,40.72083349053748,-74.04434344574183,28412.375335120643,1978.5495978552278,1.1796246648793565,May,2019
Morris Canal,936.1050049067713,3267.0,40.712418823757446,-74.03852552175522,3233.406280667321,40.717933309581674,-74.03765056909799,28441.881256133463,1980.0196270853778,1.0667320902845927,May,2019
Newark Ave,508.5496009122007,3211.0,40.721525149999465,-74.0463045430005,3272.5313568985175,40.721773729340214,-74.04475969895522,28439.413911060434,1980.6191562143672,1.160775370581528,May,2019
Newport PATH,643.5021943573668,3202.0,40.72722349999868,-74.03375889999816,3317.3899686520376,40.722580597031126,-74.03991978454954,28456.702821316616,1981.8721003134797,1.1473354231974922,May,2019
Newport Pkwy,1400.1594911937377,3199.0,40.72874479999939,-74.03210820000065,3291.2358121330726,40.72349061809194,-74.03865716915915,28410.117416829744,1982.4246575342465,1.12426614481409,May,2019
Oakland Ave,596.9324618736383,3207.0,40.73760369999977,-74.05247830000006,3376.2723311546843,40.73143373490351,-74.05447312373322,28437.176470588234,1982.7189542483661,1.1742919389978212,May,2019
Paulus Hook,743.4316996871742,3184.0,40.71414540000054,-74.03355189999945,3287.851929092805,40.71915707574771,-74.04228965085863,28436.80813347237,1979.8623566214808,1.0469238790406674,May,2019
Pershing Field,746.4871244635193,3210.0,40.74267714099954,-74.05178863300065,3345.3755364806866,40.73065452717418,-74.05240120631635,28463.74678111588,1982.7103004291846,1.0493562231759657,May,2019
Riverview Park,1473.5,3196.0,40.744318700000065,-74.04399089999995,3250.8032786885246,40.73174553446735,-74.0463913692819,28492.43442622951,1980.704918032787,1.1065573770491803,May,2019
Sip Ave,715.9579383886256,3195.0,40.730897097862574,-74.06391263008119,3346.8406398104266,40.72523613082602,-74.06697953848303,28462.611966824643,1981.8619668246445,1.1101895734597156,May,2019
Union St,5022.333333333333,3191.0,40.71821129999992,-74.08363939999988,3259.366666666667,40.72516279818406,-74.06246096715721,28493.61111111111,1980.2222222222222,1.1111111111111112,May,2019
Van Vorst Park,1112.3220973782772,3213.0,40.71848891999982,-74.0477266250013,3243.7378277153557,40.71959287342827,-74.04338632310903,28429.516853932586,1978.4931335830213,1.1285892634207242,May,2019
Warren St,505.96433121019106,3187.0,40.72112360000023,-74.03805095000087,3287.540127388535,40.72051148086162,-74.04106356595383,28367.588535031846,1980.0343949044586,1.1146496815286624,May,2019
Washington St,614.3652762119503,3638.0,40.72429410000035,-74.0354825999984,3292.4881623449833,40.722222317409646,-74.03938833416348,28399.731679819615,1981.2581736189402,1.1273957158962795,May,2019
York St,577.2754491017964,3481.0,40.71649000000019,-74.04104999999984,3260.823353293413,40.71942960323613,-74.04179252461643,28106.497005988025,1980.1946107784431,1.1736526946107784,May,2019
5 Corners Library,1015.5103734439834,3220.0,40.73496102000958,-74.05950307846071,3271.390041493776,40.734450930277916,-74.05108456480559,28535.76348547718,1981.8589211618257,1.120331950207469,June,2019
Astor Place,790.6045340050377,3280.0,40.71928220070723,-74.07126188278198,3275.3727959697735,40.72648607223251,-74.06350872802471,28459.939546599497,1978.3400503778337,1.0528967254408061,June,2019
Baldwin at Montgomery,963.7981651376147,3225.0,40.72365890000013,-74.06419430000027,3257.6536697247707,40.7230108034299,-74.04937739955285,28318.6628440367,1982.6146788990825,1.1123853211009174,June,2019
Bergen Ave,746.7169811320755,3679.0,40.722103786685814,-74.07145500183104,3268.1761006289307,40.7282335172143,-74.05980069845053,28545.088050314465,1981.2924528301887,1.1855345911949686,June,2019
Brunswick & 6th,556.0398457583548,3269.0,40.7260117296464,-74.0503889322281,3231.10411311054,40.720607048515504,-74.04339498385988,28409.383033419024,1981.8431876606685,1.2853470437017995,June,2019
Brunswick St,531.9123020706455,3209.0,40.72417649999989,-74.05065640000092,3234.5274056029234,40.720495635068374,-74.043083287268,28394.125456760048,1984.002436053593,1.218026796589525,June,2019
Christ Hospital,738.0481481481481,3212.0,40.73478581800008,-74.050443636,3271.1444444444446,40.72663293090147,-74.04890032933056,28404.366666666665,1984.3925925925926,1.2259259259259259,June,2019
City Hall,940.7409090909091,3185.0,40.71773250000062,-74.04384499999871,3300.920909090909,40.71920742054149,-74.0456628876052,28424.831818181818,1980.1154545454544,1.1172727272727272,June,2019
Columbus Drive,603.8252212389381,3275.0,40.71835519823148,-74.03891444206238,3311.8506637168143,40.72144117599913,-74.04004980543829,28331.713495575223,1981.5088495575221,1.1426991150442478,June,2019
Communipaw & Berry Lane,1933.174358974359,3277.0,40.7143583687041,-74.06661093235016,3251.394871794872,40.718266442710934,-74.04833776367063,28285.641025641027,1982.9641025641026,1.0153846153846153,June,2019
Dey St,747.2380952380952,3201.0,40.737711,-74.0669209999998,3363.4557823129253,40.72855325074315,-74.05567876390933,28345.891156462585,1976.639455782313,1.0612244897959184,June,2019
Dixon Mills,566.8169491525424,3279.0,40.72163014263811,-74.04996782541275,3259.1677966101697,40.72061412328798,-74.04273880532259,28462.149152542373,1981.6694915254238,1.1728813559322033,June,2019
Essex Light Rail,1050.984693877551,3214.0,40.71277420000016,-74.03648570000014,3278.0255102040815,40.71928851287047,-74.04137108251943,28380.100340136054,1981.4863945578231,1.16156462585034,June,2019
Fairmount Ave,476.2246153846154,3678.0,40.72572613742536,-74.07195925712584,3256.5323076923078,40.72911980560672,-74.06304928486527,28316.938461538462,1982.7661538461539,1.0984615384615384,June,2019
Glenwood Ave,594.1349693251534,3677.0,40.72755146730014,-74.07106071710588,3261.1104294478528,40.72508296279707,-74.062981682027,28559.644171779142,1979.8834355828221,1.049079754601227,June,2019
Grand St,773.171875,3681.0,40.715177677320554,-74.03768330812454,3283.018465909091,40.719828247451886,-74.04207627234956,28447.348011363636,1980.5823863636363,1.1235795454545454,June,2019
Grove St PATH,554.336074683263,3186.0,40.71958611646799,-74.0431174635887,3272.8324072016003,40.7214317132785,-74.04669442274898,28391.39275394532,1980.710602356079,1.1762613914203157,June,2019
Hamilton Park,578.7911949685534,3203.0,40.72759596600003,-74.04424731099762,3255.059119496855,40.721118831341705,-74.04218845155434,28363.267085953878,1980.8243186582808,1.2247379454926626,June,2019
Harborside,948.1005464480875,3639.0,40.71925169999942,-74.03423400000229,3276.6245901639345,40.72284209968954,-74.04138076216533,28377.29344262295,1981.3994535519125,1.0786885245901638,June,2019
Heights Elevator,1274.0804597701149,3198.0,40.74871594538011,-74.04044330120088,3272.2107279693487,40.732521373458,-74.04688983938128,28419.90421455939,1983.6704980842912,1.103448275862069,June,2019
Hilltop,763.105421686747,3206.0,40.731168899999865,-74.05757359999946,3283.996987951807,40.725757730040314,-74.04895791982523,28297.671686746988,1982.7409638554218,1.144578313253012,June,2019
Hoboken Ave at Monmouth St,3784.9901960784314,3791.0,40.73520838045352,-74.04696375131606,3313.6862745098038,40.72571357952474,-74.04627456396862,28498.441176470587,1986.186274509804,1.2843137254901962,June,2019
JC Medical Center,2616.8817663817663,3205.0,40.71653978099151,-74.0496379137039,3252.2521367521367,40.71915059540729,-74.0448356286129,28515.17378917379,1980.5954415954416,1.0256410256410255,June,2019
JCBS Depot,1970.0,3426.0,40.70965083364061,-74.0686011314392,3791.0,40.73520838045357,-74.04696375131606,29459.0,1992.0,1.0,June,2019
Jackson Square,3211.116666666667,3694.0,40.71113,-74.07890000000022,3291.4083333333333,40.719999902038275,-74.05579477838099,28751.891666666666,1982.725,1.05,June,2019
Jersey & 3rd,651.226779252111,3272.0,40.72333158646485,-74.04595255851744,3263.581423401689,40.72250511867531,-74.04387917684346,28356.77804583836,1979.490952955368,1.218335343787696,June,2019
Jersey & 6th St,598.2875157629256,3270.0,40.72528910781057,-74.04557168483734,3244.3228247162674,40.72056817301141,-74.04248201086129,28356.24842370744,1978.9344262295083,1.1437578814627996,June,2019
Journal Square,1109.4806763285023,3640.0,40.73367000000061,-74.0625,3260.8115942028985,40.73293475541465,-74.053698546051,28461.89734299517,1983.274154589372,1.144927536231884,June,2019
Lafayette Park,1731.1151079136691,3268.0,40.713463826692006,-74.06285852193831,3270.122302158273,40.71853410151183,-74.04799442026044,28405.56474820144,1983.3489208633093,1.079136690647482,June,2019
Leonard Gordon Park,856.9610894941634,3281.0,40.74590996631559,-74.05727148056029,3427.241245136187,40.73039041021346,-74.05077199356455,28556.548638132295,1984.9105058365758,1.0778210116731517,June,2019
Liberty Light Rail,2931.593659942363,3192.0,40.71124229999988,-74.05570130000088,3236.5821325648417,40.71566082595493,-74.04681804597072,28520.444764649375,1980.4159462055716,1.0086455331412103,June,2019
Lincoln Park,1155.7506493506494,3193.0,40.72460509988705,-74.07840594649316,3255.7662337662337,40.72661823450435,-74.06413194698442,28386.13246753247,1981.4467532467534,1.1116883116883116,June,2019
Manila & 1st,805.782967032967,3273.0,40.72165072488051,-74.04288411140442,3270.712912087912,40.72336487071923,-74.04394715183874,28308.445054945056,1980.260989010989,1.1923076923076923,June,2019
Marin Light Rail,783.5054200542005,3276.0,40.714584035360375,-74.04281705617905,3254.3340108401085,40.71862249935423,-74.04214827119192,28329.26490514905,1982.5941734417345,1.14159891598916,June,2019
McGinley Square,619.6906187624751,3194.0,40.72533992535572,-74.06762212514876,3276.245508982036,40.72593312453757,-74.06243339629164,28282.998003992016,1983.810379241517,1.12375249500998,June,2019
Monmouth and 6th,492.4954128440367,3278.0,40.725685483629604,-74.0487903356552,3241.2372214941024,40.721158058683955,-74.04319164441773,28367.475753604194,1981.1834862385322,1.2988204456094363,June,2019
Montgomery St,583.8166666666667,3483.0,40.71941999999985,-74.05098999999979,3263.4357142857143,40.72096271471022,-74.04336656844842,28457.54761904762,1980.797619047619,1.1857142857142857,June,2019
Morris Canal,953.7701465201466,3267.0,40.71241882375745,-74.03852552175522,3243.4523809523807,40.717701801226085,-74.03914086288022,28247.35989010989,1979.1575091575091,1.064102564102564,June,2019
Newark Ave,853.5071428571429,3211.0,40.72152515000001,-74.046304542999,3261.0723214285713,40.722544954181494,-74.04579266476905,28348.494642857142,1981.225,1.1580357142857143,June,2019
Newport PATH,735.5931537598204,3202.0,40.72722349999864,-74.03375889999818,3325.604938271605,40.723174597670535,-74.03997942039888,28391.962962962964,1982.260381593715,1.1262626262626263,June,2019
Newport Pkwy,1184.5815047021943,3199.0,40.728744799999276,-74.0321082000007,3312.3299373040754,40.722844261412654,-74.03922080797895,28374.289184952977,1982.6692789968652,1.134012539184953,June,2019
