start station name,tripduration,start station id,start station latitude,start station longitude,end station id,end station latitude,end station longitude,bikeid,birth year,gender,Month,Year
Oakland Ave,620.1292682926829,3207.0,40.7376036999998,-74.05247830000006,3368.3439024390245,40.73067312423387,-74.05316407066724,28240.2,1983.1024390243902,1.1195121951219513,June,2019
Paulus Hook,970.3321428571429,3184.0,40.714145400000724,-74.03355189999733,3293.587857142857,40.71920449393995,-74.0424326851487,28375.087142857144,1979.9785714285715,1.0371428571428571,June,2019
Pershing Field,5680.583166332665,3210.0,40.74267714099951,-74.05178863300048,3323.128256513026,40.732270916865644,-74.0520786186954,28476.7374749499,1983.933867735471,1.1162324649298596,June,2019
Riverview Park,974.9016393442623,3196.0,40.744318700000065,-74.04399089999995,3249.909836065574,40.731766084882715,-74.0451606787101,28438.766393442624,1982.77868852459,1.2254098360655739,June,2019
Sip Ave,764.4522988505747,3195.0,40.73089709786258,-74.06391263008119,3350.977011494253,40.72510623910458,-74.06698160910418,28384.30804597701,1981.9844827586207,1.1655172413793105,June,2019
Union St,1032.2929292929293,3191.0,40.71821129999992,-74.08363939999988,3320.6060606060605,40.727386421847605,-74.06024115852125,28310.89898989899,1980.2424242424242,1.121212121212121,June,2019
Van Vorst Park,648.0473506200676,3213.0,40.718488919999814,-74.04772662500135,3237.4949267192783,40.719303314557344,-74.04385647093017,28341.84103720406,1979.228861330327,1.133032694475761,June,2019
Warren St,1855.4935707220573,3187.0,40.72112360000025,-74.0380509500004,3288.2205736894166,40.721586166445206,-74.04144231732013,28434.86350148368,1980.4282888229475,1.0909990108803165,June,2019
Washington St,829.4628736740598,3638.0,40.72429410000036,-74.03548259999815,3288.172613307618,40.72266891601486,-74.04012787176897,28406.53712632594,1982.0221793635487,1.1089681774349085,June,2019
York St,1330.116923076923,3481.0,40.71649000000018,-74.04104999999984,3297.723076923077,40.71984715392062,-74.04267602864412,28275.196923076925,1980.5876923076924,1.1630769230769231,June,2019
5 Corners Library,657.1428571428571,3220.0,40.734961020009486,-74.05950307846071,3293.6620209059233,40.73335658521327,-74.05095905869983,28527.95818815331,1983.1811846689895,1.132404181184669,July,2019
Astor Place,674.5044510385757,3280.0,40.71928220070721,-74.07126188278198,3241.3501483679524,40.72694171982353,-74.06161576132631,28447.93175074184,1979.4035608308604,1.1928783382789319,July,2019
Baldwin at Montgomery,782.8611713665944,3225.0,40.723658900000046,-74.0641943000003,3267.2798264642083,40.723381663320176,-74.05001725245361,28388.353579175706,1982.704989154013,1.0976138828633406,July,2019
Bergen Ave,587.1317365269462,3679.0,40.72210378668581,-74.07145500183104,3240.7125748502995,40.72789817726866,-74.06112428140572,28355.610778443115,1980.3413173652696,1.098802395209581,July,2019
Brunswick & 6th,564.2238267148015,3269.0,40.7260117296464,-74.0503889322281,3241.1164259927796,40.72069447951879,-74.04308726337204,28478.30415162455,1981.8925992779784,1.3041516245487366,July,2019
Brunswick St,455.16647791619476,3209.0,40.72417649999989,-74.05065640000102,3231.1494903737257,40.72096016622835,-74.0431232104683,28484.516421291053,1984.7791619479049,1.246885617214043,July,2019
Christ Hospital,813.1186440677966,3212.0,40.73478581800008,-74.05044363600017,3274.927966101695,40.727545603668716,-74.04934864946016,28528.915254237287,1982.3305084745762,1.1991525423728813,July,2019
City Hall,1066.5471180237878,3185.0,40.717732500000615,-74.04384499999875,3294.459286367795,40.71875818067968,-74.0455443198261,28456.40713632205,1980.7026532479415,1.120768526989936,July,2019
Columbus Dr at Exchange Pl,1058.9344413665742,3792.0,40.71686999999925,-74.0328099999997,3342.9399815327793,40.71911480346781,-74.04136083708913,28440.948291782086,1981.1191135734073,1.0554016620498614,July,2019
Columbus Drive,588.9625962596259,3275.0,40.71835519823147,-74.03891444206238,3324.6435643564355,40.721209029175924,-74.03994834178653,28505.287128712873,1980.194719471947,1.1045104510451045,July,2019
Communipaw & Berry Lane,1171.0972762645915,3277.0,40.71435836870424,-74.06661093235016,3254.8677042801555,40.71915886059512,-74.04956276344348,28438.050583657587,1985.354085603113,1.1673151750972763,July,2019
Dey St,864.4654088050314,3201.0,40.73771099999998,-74.06692099999978,3400.6477987421385,40.72991907516112,-74.05449903724164,28234.98113207547,1977.4968553459119,1.0817610062893082,July,2019
Dixon Mills,394.2571041948579,3279.0,40.72163014263806,-74.04996782541275,3264.6711772665763,40.720265780041466,-74.04295109781486,28415.136671177268,1981.679296346414,1.1529093369418133,July,2019
Essex Light Rail,609.3776,3214.0,40.71277420000022,-74.03648570000027,3325.1776,40.718904860377634,-74.04125932410747,28500.856,1981.7008,1.1584,July,2019
Fairmount Ave,623.6145833333334,3678.0,40.72572613742534,-74.07195925712584,3234.046875,40.72863394019246,-74.06176285500862,28449.111979166668,1982.4401041666667,1.0885416666666667,July,2019
Glenwood Ave,837.8681818181818,3677.0,40.72755146730014,-74.07106071710588,3251.5636363636363,40.72646035317063,-74.06050321821861,28439.06818181818,1981.3454545454545,0.9409090909090909,July,2019
Grand St,639.6944444444445,3681.0,40.715177677320554,-74.03768330812454,3323.7953216374267,40.71982072846179,-74.04211295388812,28469.190058479533,1981.517543859649,1.1578947368421053,July,2019
Grove St PATH,450.8342987174183,3186.0,40.719586116467816,-74.0431174635887,3280.571162598262,40.72141149458563,-74.04699168397488,28466.64418700869,1981.5831609433183,1.1783202316921804,July,2019
Hamilton Park,493.7674505412467,3203.0,40.727595966000436,-74.04424731099645,3263.484882418813,40.72113603957682,-74.0419332564211,28491.05785740948,1980.942889137738,1.2321761851437103,July,2019
Harborside,670.5590551181102,3639.0,40.71925169999878,-74.03423400000122,3316.2997047244094,40.722924923507556,-74.04090389947675,28527.19340551181,1982.4222440944882,1.107775590551181,July,2019
Heights Elevator,1216.1498559077809,3198.0,40.74871594537995,-74.04044330120088,3257.9682997118157,40.73239884584104,-74.04825633112512,28372.942363112394,1983.585014409222,1.0835734870317002,July,2019
Hilltop,1763.2179104477611,3206.0,40.731168899999865,-74.05757359999946,3308.6537313432837,40.72660376540081,-74.05131063328963,28403.946268656717,1982.689552238806,1.1253731343283582,July,2019
Hoboken Ave at Monmouth St,2925.5523255813955,3791.0,40.73520838045352,-74.04696375131606,3323.7616279069766,40.72585522993329,-74.0418061064659,28498.866279069767,1985.1627906976744,1.0465116279069768,July,2019
JC Medical Center,1274.2855280312908,3205.0,40.71653978099149,-74.0496379137039,3257.5058670143417,40.719362077340726,-74.04517169271891,28564.303780964798,1981.0026075619296,1.0247718383311604,July,2019
JCBS Depot,1065.0,3426.0,40.709650833640616,-74.0686011314392,3631.285714285714,40.731616214624076,-74.04667522226059,28018.285714285714,1992.0,1.0,July,2019
Jackson Square,1585.391304347826,3694.0,40.711129999999955,-74.07890000000025,3346.695652173913,40.72166178890966,-74.0588694985042,28505.17391304348,1985.7101449275362,1.1304347826086956,July,2019
Jersey & 3rd,420.91498405951114,3272.0,40.72333158646488,-74.04595255851744,3279.903294367694,40.72278092170276,-74.04386981741615,28447.797024442083,1979.9160467587674,1.2316684378320935,July,2019
Jersey & 6th St,442.39463220675947,3270.0,40.72528910781038,-74.04557168483734,3244.934393638171,40.72069187833457,-74.04230399529779,28504.647117296223,1979.6431411530816,1.2196819085487078,July,2019
Journal Square,830.5631443298969,3640.0,40.73367000000055,-74.0625,3282.40206185567,40.73325450839391,-74.05467952173666,28477.738402061856,1983.3440721649486,1.1288659793814433,July,2019
Lafayette Park,1092.057142857143,3268.0,40.713463826692156,-74.06285852193831,3267.7896103896105,40.71859527295081,-74.0471278289769,28606.83896103896,1982.8155844155845,1.0597402597402596,July,2019
Leonard Gordon Park,4619.266917293233,3281.0,40.74590996631559,-74.05727148056029,3461.5075187969924,40.7301877062697,-74.0524296665495,28428.507518796992,1985.093984962406,1.1015037593984962,July,2019
Liberty Light Rail,1666.5207100591715,3192.0,40.71124229999988,-74.05570130000072,3268.848126232742,40.71669880973713,-74.04659778131719,28497.427021696254,1979.8668639053255,0.9635108481262328,July,2019
Lincoln Park,926.1507177033493,3193.0,40.72460509988708,-74.07840594649316,3267.9521531100477,40.72700826734379,-74.06356823684736,28415.12200956938,1982.3875598086124,1.1650717703349283,July,2019
Manila & 1st,613.0080213903743,3273.0,40.72165072488053,-74.04288411140442,3271.4598930481284,40.72361884427768,-74.04454358665133,28467.048128342245,1981.1951871657755,1.2058823529411764,July,2019
Marin Light Rail,639.4587660354307,3276.0,40.71458403536057,-74.04281705617905,3279.211973121564,40.7187682010928,-74.04220903433676,28351.449602932193,1982.7312156383628,1.1844838118509469,July,2019
McGinley Square,900.935149156939,3194.0,40.7253399253561,-74.06762212514876,3262.6718547341115,40.72724904102131,-74.06010807067489,28355.04280155642,1982.7600518806744,1.1426718547341115,July,2019
Monmouth and 6th,503.7142857142857,3278.0,40.72568548362972,-74.0487903356552,3251.8697142857145,40.72036706005595,-74.04263678807952,28524.53485714286,1982.297142857143,1.2662857142857142,July,2019
Montgomery St,937.7123595505618,3483.0,40.71941999999993,-74.0509899999998,3289.8494382022473,40.72132733994187,-74.04464532334283,28565.188764044942,1980.5370786516853,1.0561797752808988,July,2019
Morris Canal,931.2838174273859,3267.0,40.712418823757474,-74.03852552175522,3328.9734439834024,40.71784164094049,-74.03864167695603,28410.296265560166,1980.3917012448132,1.0946058091286308,July,2019
Newark Ave,963.0040650406504,3211.0,40.72152515000019,-74.04630454299848,3275.886991869919,40.7226090908217,-74.04552525151341,28484.176422764227,1982.0593495934959,1.1951219512195121,July,2019
Newport PATH,719.2419724770642,3202.0,40.727223499998644,-74.03375889999809,3356.9512614678897,40.722766060447604,-74.039826936502,28466.450688073393,1983.230504587156,1.1462155963302751,July,2019
Newport Pkwy,1175.2163695299837,3199.0,40.72874479999929,-74.0321082000007,3326.3176661264183,40.72351716307857,-74.03877038004143,28532.760940032415,1981.8622366288494,1.1782820097244733,July,2019
Oakland Ave,566.1887201735358,3207.0,40.73760369999976,-74.05247830000006,3398.9783080260304,40.7308007025505,-74.05428635440553,28315.110629067247,1983.891540130152,1.1127982646420824,July,2019
Paulus Hook,1019.0548885077187,3184.0,40.714145400000646,-74.03355189999826,3298.6903945111494,40.7190913462863,-74.04255562876693,28504.562607204116,1979.198113207547,1.0471698113207548,July,2019
Pershing Field,1330.464197530864,3210.0,40.7426771409996,-74.05178863300071,3348.187654320988,40.7314986674928,-74.05380671020404,28513.10864197531,1983.7654320987654,1.0493827160493827,July,2019
Riverview Park,952.2292490118577,3196.0,40.74431870000009,-74.04399090000001,3216.596837944664,40.73251202159303,-74.04429798019075,28405.91304347826,1981.395256916996,1.0158102766798418,July,2019
Sip Ave,1328.9780548628428,3195.0,40.73089709786262,-74.06391263008119,3350.5117206982545,40.725461403978414,-74.06635395614882,28462.527680798004,1982.896259351621,1.1351620947630923,July,2019
Union St,1260.3687943262412,3191.0,40.718211299999915,-74.08363939999987,3297.1702127659573,40.725750328599105,-74.06706456212521,28596.652482269503,1981.0425531914893,1.070921985815603,July,2019
Van Vorst Park,753.6052060737527,3213.0,40.718488919999814,-74.04772662500109,3261.801518438178,40.719512986999135,-74.04436903682937,28437.31453362256,1979.8459869848157,1.1529284164859002,July,2019
Warren St,571.5201432408236,3187.0,40.72112360000025,-74.03805094999994,3316.610564010743,40.72126534295193,-74.04108047079461,28521.918531781557,1980.6114592658907,1.1065353625783347,July,2019
Washington St,917.5124113475177,3638.0,40.724294100000364,-74.03548259999802,3317.3856382978724,40.72266796433687,-74.0392179430798,28483.603723404256,1982.0168439716313,1.1072695035460993,July,2019
York St,612.9650145772595,3481.0,40.716490000000206,-74.04104999999983,3326.6297376093294,40.71978327734158,-74.04269135601854,28362.79591836735,1979.6472303206997,1.1807580174927115,July,2019
5 Corners Library,784.5746753246754,3220.0,40.73496102000945,-74.05950307846071,3283.8571428571427,40.732842702149966,-74.05061453273191,28486.477272727272,1982.7597402597403,1.1233766233766234,August,2019
Astor Place,679.9228855721393,3280.0,40.71928220070723,-74.07126188278198,3237.7213930348257,40.726668562916984,-74.06058302478753,28322.26368159204,1980.3383084577115,1.1840796019900497,August,2019
Baldwin at Montgomery,835.0215517241379,3225.0,40.72365890000004,-74.06419430000031,3297.6875,40.722947028299025,-74.0497422050535,28592.88577586207,1981.6875,1.0043103448275863,August,2019
Bergen Ave,4214.584615384615,3679.0,40.722103786685814,-74.07145500183104,3230.276923076923,40.728256080263996,-74.0596195606687,28495.65846153846,1981.486153846154,1.1353846153846154,August,2019
Brunswick & 6th,563.4965719882468,3269.0,40.7260117296464,-74.0503889322281,3246.364348677767,40.7206158413023,-74.04342685301407,28368.41429970617,1982.7482859941233,1.3183153770812928,August,2019
Brunswick St,573.2064777327935,3209.0,40.72417649999989,-74.05065640000042,3246.994939271255,40.721048613288836,-74.0431297358995,28488.134615384617,1984.3046558704452,1.271255060728745,August,2019
Christ Hospital,704.4246575342465,3212.0,40.73478581800008,-74.05044363600027,3285.2602739726026,40.72879482660703,-74.05080430777257,28389.260273972603,1984.716894977169,1.2146118721461188,August,2019
City Hall,2074.884859474161,3185.0,40.71773250000062,-74.0438449999987,3324.2529465095195,40.719208328941484,-74.04511562365865,28454.337262012694,1980.710788757933,1.1659111514052585,August,2019
Columbus Dr at Exchange Pl,623.4787961696306,3792.0,40.71686999999982,-74.032810000002,3339.885544915641,40.71964328161889,-74.04070979755177,28433.400364797082,1981.6985864113087,1.08937528499772,August,2019
Columbus Drive,593.5497584541063,3275.0,40.71835519823138,-74.03891444206238,3341.3236714975847,40.7215729499354,-74.03909483771959,28440.997101449277,1980.416425120773,1.0811594202898551,August,2019
Communipaw & Berry Lane,1278.5036496350365,3277.0,40.714358368704275,-74.06661093235016,3268.087591240876,40.718735330990356,-74.04904144141842,28471.569343065694,1983.094890510949,1.1058394160583942,August,2019
Dey St,802.6777251184834,3201.0,40.737710999999926,-74.06692099999975,3363.554502369668,40.73141091219655,-74.0582290213453,28513.748815165876,1978.8767772511849,1.0900473933649288,August,2019
Dixon Mills,386.122085048011,3279.0,40.72163014263807,-74.04996782541275,3257.522633744856,40.720420043788266,-74.04288215101273,28451.482853223595,1981.6776406035665,1.1385459533607682,August,2019
Essex Light Rail,603.4195064629847,3214.0,40.71277420000047,-74.03648570000078,3384.03642773208,40.71844478254736,-74.04003768475502,28510.287896592243,1982.246768507638,1.136310223266745,August,2019
Fairmount Ave,637.2525252525253,3678.0,40.72572613742534,-74.07195925712584,3253.621212121212,40.72865354582284,-74.06226373266149,28327.358585858587,1981.7222222222222,1.0328282828282829,August,2019
Glenwood Ave,805.8865979381443,3677.0,40.72755146730014,-74.07106071710588,3278.281786941581,40.7261614494015,-74.05726147419806,28545.013745704466,1979.7766323024055,0.9553264604810997,August,2019
Grand St,725.8203017832648,3681.0,40.71517767732056,-74.03768330812454,3359.5048010973937,40.71972080377967,-74.0411152863523,28556.13854595336,1980.7530864197531,1.1673525377229081,August,2019
Grove St PATH,500.18250045762403,3186.0,40.719586116467546,-74.0431174635887,3279.373238147538,40.7212615270796,-74.04665672810849,28483.010616877174,1981.6291414973457,1.1870766977850997,August,2019
Hamilton Park,657.5848229342328,3203.0,40.727595966000756,-74.04424731099553,3276.054300168634,40.7213103226019,-74.0419752998044,28447.85328836425,1981.2762225969645,1.2286677908937604,August,2019
Harborside,649.5109489051094,3639.0,40.71925169999805,-74.034234,3370.6668097896095,40.72176182898749,-74.04001546053817,28523.746243022757,1982.0429368827822,1.1296693860025762,August,2019
Heights Elevator,1303.8049535603716,3198.0,40.748715945379985,-74.04044330120088,3265.6037151702785,40.731260523596646,-74.04666409424561,28497.572755417958,1983.2167182662538,1.0712074303405572,August,2019
Hilltop,1038.3540983606558,3206.0,40.731168899999865,-74.05757359999949,3314.7704918032787,40.72586715959063,-74.04883798571996,28698.668852459017,1982.8688524590164,1.1278688524590164,August,2019
Hoboken Ave at Monmouth St,1019.5445205479452,3791.0,40.7352083804538,-74.04696375131606,3314.7397260273974,40.72649129593455,-74.04393786946164,28713.26712328767,1984.640410958904,1.1095890410958904,August,2019
JC Medical Center,1082.7234972677595,3205.0,40.716539780991894,-74.0496379137039,3264.9431693989072,40.719271013219526,-74.04464899552397,28529.937704918033,1981.7715846994536,1.0972677595628415,August,2019
JCBS Depot,770.0,3426.0,40.70965083364061,-74.0686011314392,3186.0,40.71958611647166,-74.0431174635887,26271.0,1991.0,1.0,August,2019
Jackson Square,1056.6904761904761,3694.0,40.71112999999998,-74.07890000000023,3304.3968253968255,40.721531564077274,-74.05646874571251,28461.52380952381,1983.6825396825398,1.1349206349206349,August,2019
Jersey & 3rd,403.9214501510574,3272.0,40.72333158646489,-74.04595255851744,3283.47029204431,40.72226057806902,-74.04363175532836,28538.196374622356,1980.735146022155,1.2406847935548841,August,2019
Jersey & 6th St,436.1868131868132,3270.0,40.72528910781038,-74.04557168483734,3250.2657342657344,40.72077208299905,-74.04260123842158,28372.776223776225,1979.4135864135865,1.1858141858141857,August,2019
Journal Square,697.4278416347382,3640.0,40.73367000000056,-74.0625,3274.4597701149423,40.73407670720788,-74.05491809820548,28543.486590038316,1983.183908045977,1.160919540229885,August,2019
Lafayette Park,998.4117647058823,3268.0,40.71346382669215,-74.06285852193831,3254.4583333333335,40.71885585919774,-74.0467737526675,28293.870098039217,1982.3480392156862,1.161764705882353,August,2019
Leonard Gordon Park,1104.5528455284552,3281.0,40.74590996631559,-74.05727148056029,3457.3658536585367,40.72969792746274,-74.05091049027013,28419.662601626016,1983.3902439024391,1.1341463414634145,August,2019
Liberty Light Rail,2935.1090555014607,3192.0,40.71124229999988,-74.05570130000079,3275.3018500486855,40.71683186604241,-74.04620652219971,28442.11100292113,1979.620253164557,1.0282375851996106,August,2019
Lincoln Park,1070.6707021791767,3193.0,40.72460509988708,-74.07840594649316,3285.0799031477,40.726207701331525,-74.06334628103329,28258.77966101695,1980.9394673123486,1.1767554479418887,August,2019
Manila & 1st,465.9249106078665,3273.0,40.72165072488062,-74.04288411140442,3291.3230035756856,40.72338144973659,-74.0440870148142,28470.065554231227,1982.7187127532777,1.2169249106078666,August,2019
Marin Light Rail,967.3702564102564,3276.0,40.71458403536086,-74.04281705617905,3306.557948717949,40.718847611872036,-74.0415912027593,28450.605641025642,1982.8897435897436,1.177948717948718,August,2019
McGinley Square,481.07833537331703,3194.0,40.72533992535609,-74.06762212514876,3259.265605875153,40.72707098193191,-74.06044960352021,28356.232558139534,1982.9975520195837,1.1468788249694002,August,2019
Monmouth and 6th,432.4072847682119,3278.0,40.72568548362974,-74.0487903356552,3265.4470198675494,40.721033439377656,-74.04249754289042,28365.810154525385,1983.435982339956,1.3035320088300222,August,2019
Montgomery St,614.8366013071895,3483.0,40.71941999999997,-74.05098999999991,3300.3616557734204,40.72109940069498,-74.04294486443727,28463.697167755992,1981.7167755991286,1.122004357298475,August,2019
Morris Canal,653.4440063091482,3267.0,40.71241882375748,-74.03852552175522,3395.667981072555,40.71821012175441,-74.03824143356968,28451.913249211357,1980.0212933753944,1.0709779179810726,August,2019
Newark Ave,602.996062992126,3211.0,40.72152515000025,-74.04630454299831,3297.7582677165356,40.72239629966591,-74.04517220904496,28433.905511811023,1981.9661417322834,1.1582677165354331,August,2019
Newport PATH,676.0432382704691,3202.0,40.72722349999856,-74.03375890000065,3370.9553817847286,40.722805847432994,-74.03968428809567,28495.3730450782,1983.5671573137074,1.1476540938362465,August,2019
Newport Pkwy,1084.0498108448928,3199.0,40.72874479999919,-74.03210820000075,3330.505044136192,40.72333539894566,-74.03874924830906,28471.90163934426,1982.7704918032787,1.144388398486759,August,2019
Oakland Ave,829.2120622568093,3207.0,40.73760369999973,-74.05247830000006,3410.727626459144,40.7310030787754,-74.05487155629999,28476.089494163425,1983.4221789883268,1.0894941634241244,August,2019
Paulus Hook,780.6810431293882,3184.0,40.71414540000056,-74.0335518999992,3313.7442326980945,40.71963564221674,-74.04189213231552,28462.516549648946,1979.8445336008024,1.0501504513540623,August,2019
Pershing Field,899.1457489878543,3210.0,40.74267714099952,-74.05178863300051,3370.3785425101214,40.73069939611073,-74.05366435892333,28444.33805668016,1983.1477732793521,1.0748987854251013,August,2019
Riverview Park,1107.7014925373135,3196.0,40.74431870000013,-74.0439909000001,3258.417910447761,40.73266506511202,-74.04457036481723,28454.141791044774,1979.9141791044776,1.0597014925373134,August,2019
Sip Ave,622.1310160427807,3195.0,40.7308970978626,-74.06391263008119,3363.8673796791445,40.72570551297056,-74.06550246227783,28370.32139037433,1981.5802139037432,1.118716577540107,August,2019
Union St,1131.2148148148149,3191.0,40.718211299999915,-74.08363939999987,3312.9851851851854,40.72426594240325,-74.0658751413077,28247.496296296296,1980.651851851852,1.237037037037037,August,2019
Van Vorst Park,709.4507186858316,3213.0,40.718488919999814,-74.04772662500073,3268.199178644764,40.719512693031966,-74.04398923981458,28517.951745379876,1979.9024640657085,1.1406570841889117,August,2019
Warren St,655.1767337807606,3187.0,40.721123600000254,-74.0380509499992,3334.337807606264,40.72109580674146,-74.04048343737396,28366.008202833706,1980.9254287844892,1.1029082774049217,August,2019
Washington St,626.099024756189,3638.0,40.72429410000037,-74.0354825999978,3329.178544636159,40.72285606378519,-74.03881677945353,28526.74643660915,1981.8912228057013,1.0802700675168793,August,2019
York St,768.4547803617571,3481.0,40.71649000000026,-74.04104999999983,3353.206718346253,40.71939297531133,-74.04160160164696,28437.64599483204,1978.8940568475452,1.227390180878553,August,2019
5 Corners Library,786.8828828828829,3220.0,40.734961020009415,-74.05950307846071,3272.777777777778,40.73356785164211,-74.0509673109576,28415.666666666668,1981.945945945946,1.0990990990990992,September,2019
Astor Place,1828.9590163934427,3280.0,40.71928220070722,-74.07126188278198,3248.51912568306,40.7271164680565,-74.0600920386766,28457.101092896173,1980.3060109289618,1.150273224043716,September,2019
Baldwin at Montgomery,785.7751196172248,3225.0,40.7236589000002,-74.06419430000024,3292.7224880382773,40.72279053281857,-74.04889413064296,28631.84928229665,1982.921052631579,1.0358851674641147,September,2019
Bergen Ave,631.1607142857143,3679.0,40.72210378668581,-74.07145500183104,3234.997023809524,40.72865343181944,-74.06204121618397,28453.449404761905,1979.7529761904761,1.1458333333333333,September,2019
Brunswick & 6th,551.5871212121212,3269.0,40.7260117296464,-74.0503889322281,3251.594696969697,40.720674193280814,-74.04332301062217,28672.188446969696,1982.5056818181818,1.3020833333333333,September,2019
Brunswick St,514.9062857142857,3209.0,40.72417649999989,-74.050656400001,3271.9702857142856,40.721033262638315,-74.04313078429361,28677.108571428573,1982.808,1.2582857142857142,September,2019
Christ Hospital,768.5153846153846,3212.0,40.73478581800008,-74.05044363600005,3292.153846153846,40.72821803485591,-74.04914217711733,28433.303846153845,1983.696153846154,1.1846153846153846,September,2019
City Hall,750.5358890701468,3185.0,40.71773250000067,-74.04384499999811,3330.5130505709626,40.71927034983537,-74.04515791578352,28507.3955954323,1981.2887438825448,1.1908646003262642,September,2019
Columbus Dr at Exchange Pl,1284.0915300546449,3792.0,40.71686999999983,-74.032810000002,3333.6876138433518,40.71952133476544,-74.04125717057363,28626.689435336975,1981.2459016393443,1.1079234972677596,September,2019
Columbus Drive,614.6020036429873,3275.0,40.71835519823134,-74.03891444206238,3347.040072859745,40.72111681349684,-74.04009476039731,28432.792349726777,1981.5382513661202,1.162112932604736,September,2019
Communipaw & Berry Lane,1183.3838028169014,3277.0,40.71435836870429,-74.06661093235016,3288.1478873239435,40.71832600339969,-74.04769529120333,28624.390845070422,1982.855633802817,1.0633802816901408,September,2019
Dey St,654.9058823529411,3201.0,40.73771100000008,-74.06692099999992,3353.4823529411765,40.731433225441755,-74.05807602327769,28413.894117647058,1979.9411764705883,1.011764705882353,September,2019
Dixon Mills,405.7463556851312,3279.0,40.72163014263808,-74.04996782541275,3272.7274052478133,40.72020210979153,-74.04332762515637,28540.819241982506,1982.1224489795918,1.2026239067055393,September,2019
Essex Light Rail,671.2959697732997,3214.0,40.71277420000042,-74.03648570000068,3381.9168765743075,40.71874888244382,-74.040067870001,28627.331234256926,1982.139798488665,1.248110831234257,September,2019
Fairmount Ave,766.1741424802111,3678.0,40.72572613742534,-74.07195925712584,3228.6912928759893,40.72905458734778,-74.06206109055083,28473.21635883905,1979.9472295514513,1.0897097625329815,September,2019
Glenwood Ave,896.7617328519856,3677.0,40.72755146730014,-74.07106071710588,3271.581227436823,40.725835573313745,-74.0598153524742,28301.41877256318,1979.3935018050543,1.036101083032491,September,2019
Grand St,973.2035851472472,3681.0,40.715177677320575,-74.03768330812454,3355.541613316261,40.7195467126885,-74.04143790870938,28612.449423815622,1980.629961587708,1.1267605633802817,September,2019
Grove St PATH,520.3934115865203,3186.0,40.71958611646762,-74.0431174635887,3283.2758424839076,40.721378249323756,-74.046633521159,28581.622680802728,1980.926353653919,1.1825066262779251,September,2019
Hamilton Park,520.8223431498079,3203.0,40.727595966000905,-74.0442473109951,3276.7176696542892,40.72144775540086,-74.04183589319511,28546.764084507042,1980.5054417413573,1.266325224071703,September,2019
Harborside,585.562827225131,3639.0,40.71925169999813,-74.03423400000013,3366.767452006981,40.72175125662313,-74.04017962469183,28572.198952879582,1982.4908376963351,1.1483420593368237,September,2019
Heights Elevator,2014.607142857143,3198.0,40.74871594537993,-74.04044330120088,3229.098901098901,40.73152359746679,-74.04541032651517,28490.983516483517,1982.8956043956043,1.228021978021978,September,2019
Hilltop,841.1075268817204,3206.0,40.73116889999987,-74.05757359999951,3287.6379928315414,40.72757135851382,-74.0488960013024,28535.254480286738,1982.4623655913979,1.118279569892473,September,2019
Hoboken Ave at Monmouth St,1298.6781326781327,3791.0,40.735208380453976,-74.04696375131606,3361.899262899263,40.725015002991235,-74.04150964119597,28503.86240786241,1986.1351351351352,1.1818181818181819,September,2019
JC Medical Center,1063.586129753915,3205.0,40.71653978099182,-74.0496379137039,3268.0346756152126,40.719435605139296,-74.04452895994935,28544.431767337806,1980.7695749440716,1.1006711409395973,September,2019
Jackson Square,1230.9918032786886,3694.0,40.71112999999999,-74.07890000000022,3380.4836065573772,40.71972934609843,-74.05248244200476,28796.56557377049,1983.0655737704917,1.1721311475409837,September,2019
Jersey & 3rd,422.17625899280574,3272.0,40.72333158646491,-74.04595255851744,3277.4055755395684,40.72310725991804,-74.04404294212081,28660.511690647483,1980.8732014388488,1.243705035971223,September,2019
Jersey & 6th St,379.3955512572534,3270.0,40.72528910781036,-74.04557168483734,3265.9564796905224,40.720688825361975,-74.04245450365839,28552.28433268859,1979.1876208897486,1.2224371373307543,September,2019
Journal Square,786.6798825256975,3640.0,40.73367000000043,-74.0625,3298.79295154185,40.73239521594143,-74.05237787593208,28465.20704845815,1984.6226138032305,1.1850220264317182,September,2019
Lafayette Park,736.6065162907269,3268.0,40.71346382669217,-74.06285852193831,3236.3909774436092,40.71836933847838,-74.04449325416225,28624.107769423557,1987.122807017544,1.1754385964912282,September,2019
Leonard Gordon Park,1074.2850877192982,3281.0,40.74590996631559,-74.05727148056029,3434.7017543859647,40.730104047102856,-74.0519691635636,28434.491228070176,1982.7763157894738,1.1754385964912282,September,2019
Liberty Light Rail,1664.2267025089607,3192.0,40.71124229999988,-74.05570130000129,3271.98835125448,40.716743954611374,-74.04576226473856,28405.616487455198,1980.7544802867383,1.0627240143369177,September,2019
Lincoln Park,953.869109947644,3193.0,40.72460509988705,-74.07840594649316,3294.452879581152,40.7269192086389,-74.0616350437625,28717.02617801047,1981.8167539267015,1.143979057591623,September,2019
Manila & 1st,811.3802024746907,3273.0,40.72165072488066,-74.04288411140442,3307.8875140607424,40.7238147441079,-74.04404204872651,28518.269966254218,1981.251968503937,1.1946006749156355,September,2019
Marin Light Rail,986.4382470119522,3276.0,40.714584035360694,-74.04281705617905,3307.771200910643,40.718863295521665,-74.04153432662957,28596.933409220263,1983.0791121229367,1.1963574274331246,September,2019
